anonymity_id,company_anonymity,coworkers_know,supervisor_know,mental_health_interview,phys_health_interview,survey_id
1211,Don't know,Yes,Some of them,No,No,1211
1212,Yes,Some of them,Yes,No,Maybe,1212
1213,Don't know,Some of them,No,No,Maybe,1213
1214,Yes,Some of them,No,No,Maybe,1214
1215,Don't know,Some of them,Some of them,No,No,1215
1216,Don't know,Some of them,Yes,No,No,1216
1217,No,Some of them,Some of them,No,No,1217
1218,Don't know,Some of them,Some of them,No,No,1218
1219,Yes,Yes,Yes,No,No,1219
1220,Don't know,Some of them,No,No,No,1220
1221,Don't know,Some of them,Yes,Yes,Yes,1221
1222,No,Yes,Yes,Yes,Yes,1222
1223,Don't know,Some of them,Some of them,No,Maybe,1223
1224,Don't know,Some of them,No,No,Maybe,1224
1225,Don't know,Yes,Some of them,No,Maybe,1225
1226,Don't know,No,Some of them,No,No,1226
1227,Yes,Some of them,Some of them,No,No,1227
1228,Don't know,Some of them,Some of them,No,Maybe,1228
1229,Yes,No,No,No,No,1229
1230,Yes,Yes,Yes,Maybe,Maybe,1230
1231,Don't know,Some of them,Some of them,No,Maybe,1231
1232,Yes,Yes,Yes,Yes,Yes,1232
1233,Don't know,Yes,Yes,No,Maybe,1233
1234,Don't know,No,No,No,Maybe,1234
1235,Don't know,Yes,Some of them,No,No,1235
1236,Don't know,Some of them,No,No,Maybe,1236
1237,Yes,No,No,No,No,1237
1238,Yes,Some of them,Yes,No,No,1238
1239,Don't know,Yes,Yes,Maybe,Yes,1239
1240,Yes,Some of them,No,No,No,1240
1241,Don't know,Some of them,No,No,No,1241
1242,Don't know,No,No,No,Maybe,1242
1243,Don't know,Some of them,Yes,No,No,1243
1244,Don't know,Some of them,Yes,No,Yes,1244
1245,Yes,No,Yes,No,Maybe,1245
1246,Don't know,No,Some of them,Maybe,Yes,1246
1247,No,Some of them,No,No,Maybe,1247
1248,Don't know,No,No,No,No,1248
1249,Yes,Yes,Yes,Maybe,Maybe,1249
1250,Don't know,Some of them,Yes,Maybe,Maybe,1250
1251,Don't know,Some of them,Yes,No,Yes,1251
1252,Yes,Some of them,No,No,Maybe,1252
1253,Don't know,Some of them,Some of them,No,No,1253
1254,Don't know,Some of them,Some of them,No,No,1254
1255,Yes,Some of them,Yes,No,No,1255
1256,Don't know,No,No,No,No,1256
1257,Don't know,No,No,No,No,1257
1258,Yes,Some of them,No,No,No,1258
